ciudad,pais,lat,lon
Soraluze-Placencia de las Armas,España,43.1742777,-2.4128759
Puerto Lápice,España,39.32433,-3.481053
Geisenfeld,Germany,48.684,11.6117
Sinntal,Alemania,50.3169731,9.666877
Champniers-et-Reilhac,Francia,45.6733333,0.7319444
Évron,France,48.1556,-0.4025
Aigaliers,Francia,44.0591372,4.3211745
Villavieja del Lozoya,España,41.00592,-3.671118
Slatina,Romania,44.4297,24.3642
El Burgo,España,36.789244,-4.9476509
Vera,España,37.24686,-1.868238
Mestanza,España,38.57452,-4.071233
Brazuelo,España,42.49741,-6.157205
Thérondels,Francia,44.8963632,2.7583141
Saint-Caprais-de-Bordeaux,Francia,44.7504655,-0.4363812
Brugheas,Francia,46.0774,3.3676514
Marcilly-d'Azergues,Francia,45.8727236,4.7283912
Simnicu De Sus,Rumanía,44.3928599,23.796581
La Frette-sur-Seine,Francia,48.9740461,2.178345
Santo Domingo de las Posadas,España,40.81218,-4.633421
Augy-sur-Aubois,Francia,46.7850743,2.8433738
Chauvé,Francia,47.1514326,-1.9860707
Albon,Francia,45.2450813,4.8489303
Santo Domingo-Caudilla,España,40.012,-4.326
Trelins,Francia,45.7291859,4.0064481
Piscina,Italia,44.9194418,7.4262115
Salindres,Francia,44.167041,4.1594591
Brioude,France,45.2942,3.3842
Ciboure,France,43.3853,-1.6678
Aups,Francia,43.6283799,6.2253165
Vergné,Francia,46.0734087,-0.5188963
Usurbil,España,43.27138,-2.049934
Pontigny,Francia,47.9102153,3.7113825
Montfermeil,France,48.9,2.5667
Cantello,Italia,45.8199458,8.8947116
Renera,España,40.49182,-3.016147
Chillarón de Cuenca,España,40.10473,-2.221351
Lantz,España,42.9982,-1.620193
Nadlac,Rumanía,46.1666807,20.7499924
Les Houches,Francia,45.891508,6.799138
A Fonsagrada,España,43.1248311,-7.0676605
Cheles,España,38.51247,-7.281178
Cudillero,España,43.56096,-6.144997
Pamplona/Iruña,España,42.81721,-1.646767
Grayan-et-l'Hôpital,Francia,45.43298265,-1.1074029258180738
Aussos,Francia,43.3761111,0.6533333
Firenze,Italia,43.7698712,11.2555757
Grand-Fougeray,Francia,47.7234217,-1.7323074
Valverde del Majano,España,40.95658,-4.235653
Marzens,Francia,43.6519,1.84055
Cuigy-en-Bray,Francia,49.4268271,1.8290375
Haßmersheim,Alemania,49.3010953,9.1466828
Doissin,Francia,45.5001276,5.4231806
Laigneville,Francia,49.2956967,2.4447527
La Hoz de la Vieja,España,40.9237957,-0.843254
Exincourt,Francia,47.5009,6.83595
Doubs,Francia,47.06699155,6.235622772820445
Saint-Martin-des-Champs,Francia,48.6701144,-1.3303759
Pelabravo,España,40.93669,-5.578127
Ville-Langy,Francia,46.9428248,3.4994836
Lourches,Francia,50.3149962,3.3532859
Montbeugny,Francia,46.5286,3.4889
Salavas,Francia,44.3943976,4.3784592
Bléré,France,47.3253,0.9897
Vecinos,España,40.77942,-5.877073
Lamalou-les-Bains,Francia,43.5962,3.08514
Saint-Genis-les-Ollières,France,45.7572,4.7264
Bedous,Francia,42.9992191,-0.6002255
Corbera,España,39.15796,-0.3554173
Meineweh,Alemania,51.0760857,11.9883345
Riudellots de la Selva,España,41.89329,2.804287
Atalaya del Cañavate,España,39.51771,-2.252711
Alella,España,41.49395,2.295461
Valdeverdeja,España,39.79899,-5.246643
Valdemierque,España,40.82148,-5.583385
Auzances,Francia,46.0264742,2.5010036
Olite,España,42.48148,-1.651641
Esparza de Salazar,España,42.8547125,-1.0990518
Cascante,España,41.99897,-1.679192
Châtillon,France,48.8,2.29
Jort,Francia,48.9756312,-0.0801937
Oberrüti,Suiza,47.4803272,8.5656165
Montoliu de Lleida,España,41.56234,0.5875061
Gryon,Suiza,46.2746628,7.063671
Fresneda de Altarejos,España,39.9257,-2.314399
Castropol,España,43.52812,-7.030118
Colunga,España,43.48529,-5.270611
Boudry,Switzerland,46.95,6.8333
Gorle,Italy,45.7039,9.7192
Campillo de Aranda,España,41.61026,-3.730296
Ansião,Portugal,39.9167,-8.4333
Estepona,España,36.42477,-5.144903
Montolieu,Francia,43.3105303,2.2144942
Dornach,Switzerland,47.4789,7.6181
Santa Ana la Real,España,37.86396,-6.724445
Nýrany,Chequia,49.7131491,13.2074889
Argentat,Francia,45.0985199,1.9238527517102222
Ceutí,España,38.07917,-1.272099
Épinay-sur-Seine,France,48.9553,2.3092
Bessines,Francia,46.302075,-0.5167969
Juillan,Francia,43.2011,0.024292
Zoetermeer,Netherlands,52.0611,4.4933
Castrop-Rauxel,Germany,51.55,7.3167
Erro,España,42.94243,-1.447209
Saint-Brès,Francia,43.7797222,0.7705556
Cañaveruelas,España,40.40009,-2.635902
Schenefeld,Germany,53.6028,9.8233
Beylongue,Francia,43.9235098,-0.8297655
Vitrey,Francia,48.4871,6.0469
Plenas,España,41.11114,-0.9645611
Chieti,Italy,42.3511,14.1674
Laloubère,Francia,43.2057612,0.0721598
Olivares de Júcar,España,39.76254,-2.356921
Vilalba,España,43.29541,-7.684412
Puebla de Sancho Pérez,España,38.39765,-6.399928
Aulnat,Francia,45.7949413,3.16383
Gipuzkoa eta Arabako Partzuergo Orokorra,España,42.9375359,-2.323677041558361
Bejís,España,39.91087,-0.7038683
Alanís,España,38.03748,-5.715293
Cerezo,España,40.23718,-6.225346
Jubrique,España,36.56432,-5.215247
Druillat,Francia,46.0592575,5.3176028
Chamonix-Mont-Blanc,France,45.9222,6.8689
Berlangas de Roa,España,41.6894,-3.87417
Yasnogorsky district,Rusia,54.5814849,37.9205877983311
Gilau,Rumanía,46.7543432,23.392616386738712
Chémeré-le-Roi,Francia,47.9779126,-0.4401455
Blésignac,Francia,44.77459,-0.25815
Saint-Paulet,Francia,43.4063293,1.8777323
Split,Croatia,43.51,16.45
Saint-Pierre-de-Chignac,Francia,45.1242,0.85664
Herrera de los Navarros,España,41.21056,-1.082381
Garindein,Francia,43.2080886,-0.9071793
Peralta de Calasanz,España,42.01811,0.3936722
Sèvres,France,48.8239,2.2117
Eynesse,Francia,44.8246593,0.1546169
Chabanais,Francia,45.865782949999996,0.712162532466048
Rochy-Condé,Francia,49.4031119,2.1788811
Charols,Francia,44.5916,4.95305
Tamarite de Litera,España,41.86698,0.4220118
Batea,España,41.09412,0.3120051
Navalperal de Tormes,España,40.35288,-5.300556
Bierbeek,Belgium,50.8333,4.7667
gmina Janów Lubelski,Polonia,50.661178899999996,22.339120915384328
Ciruelos,España,39.93629,-3.61703
Trescore Balneario,Italy,45.7,9.85
Chiroubles,Francia,46.1811005,4.6652111
Jurques,Francia,49.017694,-0.7417466
Maucor,Francia,43.3546293,-0.2833725
Bassens,France,44.9033,-0.5169
Aÿ-Champagne,Francia,49.055833500000006,4.0150810116635745
Hann. Münden,Alemania,51.4161908,9.6550096
Miajadas,España,39.15122,-5.907261
Saelices,España,39.91949,-2.803459
Entre-deux-Guiers,Francia,45.4335268,5.7519152
Krumbach (Schwaben),Alemania,48.2433959,10.3634009
Gordes,Francia,43.9110641,5.2002043
Charleville-Mézières,France,49.7719,4.7161
Saint-Jean-du-Gard,Francia,44.1053053,3.8846803
Roppen,Austria,47.192811649999996,10.818008387675341
Mirandela,Portugal,41.4833,-7.1833
Casar de Palomero,España,40.29464,-6.256925
Illertissen,Germany,48.2167,10.0833
Le Blanc,France,46.6336,1.0628
Cardeñadijo,España,42.2997,-3.665262
La Grand-Combe,France,44.2111,4.0294
Ussel,France,45.5481,2.3092
Reíllo,España,39.90438,-1.873556
Bera/Vera de Bidasoa,España,43.28069,-1.682699
Néoules,Francia,43.3109287,6.0134378
Ofterdingen,Germany,48.4203,9.0319
L'Union,Francia,43.6501518,1.4846885
La Murette,Francia,45.3798,5.54209
Salvaterra de Magos,Portugal,39.0167,-8.7833
Puimisson,Francia,43.4395,3.2102
Armissan,Francia,43.186,3.09765
Saint-André-des-Eaux,France,47.3139,-2.3108
Enix,España,36.87704,-2.602107
Sainte-Marthe,Francia,48.967,0.88006
Bezannes,Francia,49.2195271,3.9864282
Maureillas-las-Illas,Francia,42.48966,2.8054056
Allstedt,Germany,51.4,11.3833
Muñana,España,40.59051,-5.014978
Cousance,Francia,46.5314,5.39096
Volokolamsky district,Rusia,56.0103044,36.003555285320644
Francescas,Francia,44.0644318,0.4285513
Fournès,Francia,43.9290627,4.6013
Artà,España,39.69215,3.349073
Cirueña,España,42.41072,-2.895997
Zernez,Suiza,46.6979839,10.0943311
Monteagudo de las Vicarías,España,41.36525,-2.16931
Montesilvano,Italy,42.5119,14.1373
Saint-Laurent-de-Carnols,Francia,44.2131097,4.5305127
Boismé,Francia,46.7738923,-0.4349223
la Vila Joiosa,España,38.5100778,-0.2296202
Bouchain,Francia,50.2810049,3.3196824
Sebes,Rumanía,45.9591058,23.5699265
Foissac,Francia,44.0443544,4.2976269
Badajoz,España,38.8786,-6.970284
Romagné,Francia,48.3421592,-1.2754346
Regumiel de la Sierra,España,41.95593,-2.987816
Medicina,Italy,44.4833,11.6333
Garrosse,Francia,44.0126947,-0.9277797
Liérganes,España,43.34212,-3.742174
Buzy,Francia,43.1330738,-0.4600805
Saint-Paul-lès-Dax,France,43.7256,-1.0528
La Colle-sur-Loup,France,43.6864,7.1039
La Grave,Francia,45.0454525,6.3067223
Dreux,France,48.7372,1.3664
Lieuran-Cabrières,Francia,43.585486,3.4158153
Bormio,Italia,46.4692482,10.3721712
Este,Italy,45.2333,11.6667
Sant Feliu de Codines,España,41.68893,2.164804
gmina Kobierzyce,Polonia,50.960661900000005,16.909565725940475
Noyal-Châtillon-sur-Seiche,Francia,48.0425725,-1.6619865
Chodes,España,41.48694,-1.480644
Diekirch,Luxembourg,49.8678,6.1558
Mortefontaine,Francia,49.3313129,3.075194
Berzé-la-Ville,Francia,46.3647012,4.7045975
Chamagnieu,Francia,45.6807975,5.1696211
Cameri,Italy,45.5,8.65
Bourdeau,Francia,45.68364,5.8561401
Saint-Georges-de-Montclard,Francia,44.931196400000005,0.6023133406375162
Corral de Calatrava,España,38.8587,-4.080987
Yekaterinburg,Russia,56.8356,60.6128
Pesaro,Italy,43.9102,12.9133
Cabrerizos,España,40.9785,-5.612863
Orriule,Francia,43.4027953,-0.8652192
Crépy-en-Valois,France,49.2344,2.8875
Novi Ligure,Italy,44.7592,8.7856
Arganil,Portugal,40.2167,-8.05
Arcos,España,42.26453,-3.755465
Hoffen,Francia,48.9258996,7.9429127
Puebla de Guzmán,España,37.61144,-7.245831
Bonsecours,France,49.4278,1.1278
Oberhaslach,Francia,48.5503879,7.3295437
Druye,Francia,47.297484100000005,0.5387482772270067
Bacares,España,37.26083,-2.454761
Chamboulive,Francia,45.4321849,1.703719
Oradour-sur-Vayres,Francia,45.7331047,0.8632863
Geldern,Germany,51.5197,6.3325
Bárcena de Cicero,España,43.41996,-3.505684
Linyola,España,41.71127,0.9027762
Dettmannsdorf,Alemania,54.1045616,12.5186137
Villecresnes,France,48.7214,2.5342
Ambite,España,40.3292,-3.181895
Saint-Pierre-dels-Forcats,Francia,42.4951002,2.1198673
San Martín de la Vega del Alberche,España,40.43062,-5.156746
Safenwil,Suiza,47.3187392,7.9841811
Navarrete,España,42.43074,-2.564667
Tauberbischofsheim,Germany,49.6225,9.6628
Landau an der Isar,Germany,48.6749,12.6913
Aichach,Germany,48.45,11.1333
Brignon,Francia,43.9891952,4.2133365
Starachowice,Poland,51.05,21.0667
La Cerollera,España,40.8398906,-0.0550993
Le Soler,France,42.6819,2.7933
Bourges,France,47.0844,2.3964
Saint-Alban-Leysse,France,45.58,5.9581
Magnet,Francia,46.2128747,3.5041767
Saceruela,España,38.94388,-4.610203
Santo Stefano Belbo,Italia,44.7077401,8.2307306
Gemeinde Meiseldorf,Austria,48.67052345,15.752616720000924
Andrézieux-Bouthéon,Francia,45.5250887,4.2594811
Albal,España,39.39709,-0.4121969
Legorreta,España,43.08579,-2.150909
L'Albenc,Francia,45.2239,5.44097
Villard-de-Lans,Francia,45.0705366,5.551536
Cubillas de los Oteros,España,42.37294,-5.507703
Tudelilla,España,42.29966,-2.116139
Mira,España,39.71872,-1.43896
Izurtza,España,43.15227,-2.641978
Ochagavía/Otsagabia,España,42.90578,-1.090726
Chambly,Canada,45.4311,-73.2873
Groslay,France,48.9867,2.3444
Troarn,Francia,49.1819395,-0.1820625
la Pobla de Massaluca,España,41.1815773,0.3538282
Xunqueira de Ambía,España,42.20422,-7.734962
Le Mée-sur-Seine,France,48.5333,2.6289
Valdahon,Francia,47.1506866,6.3414396
Murero,España,41.15878,-1.481774
Ottersweier,Germany,48.6711,8.1108
Miranda do Corvo,Portugal,40.1,-8.3333
Saint-Castin,Francia,43.3774912,-0.3064485
Beaupuy,Francia,43.6462754,1.5548181
Villafranca del Bierzo,España,42.60765,-6.807748
Gerde,Francia,43.0551967,0.1679356
Jumilla,España,38.47595,-1.322032
Louviers,France,49.2153,1.1656
Gotha,Germany,50.9489,10.7183
Sauzet,Francia,43.9613,4.21135
Octon,Francia,43.6546177,3.3027762
Ollioules,France,43.1394,5.8469
Belle-Isle-en-Terre,Francia,48.5439742,-3.3955705
Mizil,Romania,45.0,26.4406
Puente la Reina de Jaca,España,42.56241,-0.787348
Rimeize,Francia,44.7656,3.3236
Villy-le-Pelloux,Francia,46.000001,6.1326256
Gourvieille,Francia,43.3396691,1.782792
Meyrargues,Francia,43.6352906,5.5284652
Val-de-Virvée,Francia,45.02103765,-0.3930986350671708
Villersexel,Francia,47.5506435,6.433631
Corcelles-en-Beaujolais,Francia,46.153895,4.7232676
Poveda,España,40.5669,-5.079698
Çorlu,Turkey,41.1597,27.8028
Alcañiz,España,41.04895,-0.1306302
Evergem,Belgium,51.0167,3.7
Andelat,Francia,45.0600807,3.0621933
Bellinzona,Switzerland,46.1956,9.0238
Vizela,Portugal,41.3833,-8.3
Sobrado,España,42.51915,-6.853734
Palermo,Colombia,2.8883,-75.4339
Cérons,Francia,44.6316828,-0.3349069
Portezuelo,España,39.81164,-6.475103
Bizeneuille,Francia,46.4079,2.73637
A Laracha,España,43.2315897,-8.5594497
Guadasséquies,España,38.9245811,-0.4865189
Oissel,France,49.3419,1.0914
Tremp,España,42.16858,0.8949026
Puget-Ville,Francia,43.2848554,6.138408
Aywaille,Belgium,50.4733,5.6739
Payré,Francia,46.350472499999995,0.1829873873850354
Encinillas,España,41.01792,-4.158085
Sassoferrato,Italy,43.4275,12.8565
Meis,España,42.51667,-8.7
Entrelacs,Canadá,46.1126751,-74.0035168
Herentals,Belgium,51.1767,4.8364
Bernheze,Países Bajos,51.683532850000006,5.521242816477055
Mazères,Francia,44.4948895,-0.2586472
Mazères-sur-Salat,Francia,43.1342096,0.9753431
Soutomaior,España,42.333,-8.567
Saint-André-de-Corcy,Francia,45.9281426,4.9534729
Rochefort-en-Yvelines,Francia,48.5872266,1.9878964
Arpajon-sur-Cère,France,44.9039,2.4567
Arbouet-Sussaute,Francia,43.3698175,-1.0008811
Cogolin,France,43.2525,6.53
Santa Cruz de la Sierra,España,39.33632,-5.846525
Chilly,Francia,49.7936777,2.7656283
Beautiran,Francia,44.7044407,-0.4511393
Crotone,Italy,39.0833,17.1167
Ceinos de Campos,España,42.03264,-5.149274
La Roche-de-Rame,Francia,44.7489038,6.5802885
Wachtebeke,Belgium,51.17,3.8594
Villanueva de Carazo,España,41.98323,-3.324481
Le Rheu,France,48.1019,-1.7956
Irurtzun,España,42.91966,-1.8282
Vernioz,Francia,45.4257,4.88235
Ruente,España,43.25963,-4.265683
Cesson,France,48.5658,2.6011
Médis,Francia,45.6422545,-0.966034
Fuertescusa,España,40.47557,-2.17581
Porrera,España,41.18792,0.8540307
Kellinghusen,Germany,53.95,9.7167
Beaumont-Pied-de-Bœuf,Francia,47.7598025,0.401096
Précy-sur-Oise,Francia,49.2066545,2.3722215
Pimprez,Francia,49.5140048,2.9503676
Lamontjoie,Francia,44.0757405,0.5208546
Petit-Caux,Francia,49.9613613,1.2592728536242959
Amancy,Francia,46.075,6.33
La Gaude,France,43.7219,7.1531
Rypin,Poland,53.0667,19.45
Montigny-le-Bretonneux,France,48.7711,2.0333
Bonac-Irazein,Francia,42.84350875,0.9835603186796527
Requena de Campos,España,42.30802,-4.343727
Nürburg,Alemania,50.3413391,6.9519229
Cascina,Italy,43.68,10.5003
L'Arbresle,Francia,45.8362368,4.6165809
Fuentelviejo,España,40.52599,-2.983674
Le Coudray-Montceaux,Francia,48.5653177,2.4855792
Mianos,España,42.58437,-0.9553697
Allier,Francia,46.36746405,3.163882848311948
el Soleràs,España,41.4134942,0.6819598
Erandio,España,43.30746,-2.946418
Gibraleón,España,37.37495,-6.970141
Vatan,Francia,47.0714569,1.809034
Zvezdara,Serbia,44.7997558,20.5032678
la Pera,España,42.0205464,2.9736244
Ostroleka,Polonia,53.078032,21.574868563752748
Fontans,Francia,44.7395,3.38701
Quart de les Valls,España,39.73926,-0.2714849
Palenciana,España,37.2492,-4.583651
Pompignac,Francia,44.85028,-0.43736
Manzaneda,España,42.31055,-7.235425
Saint-Julien-de-Lampon,Francia,44.8607354,1.3632959
Quart,España,41.93833,2.841294
Teramo,Italy,42.6589,13.7039
Sedan,France,49.7019,4.9403
Vergèze,France,43.7433,4.22
Malbork,Poland,54.0285,19.0444
Plouhinec,France,47.6975,-3.2511
Gommerville,Francia,49.5565588,0.3683088
Ustaritz,France,43.3994,-1.4564
Pfronten,Germany,47.5833,10.55
Alconada,España,40.91125,-5.363195
Bonnetan,Francia,44.8207293,-0.4117936
Bocairent,España,38.76781,-0.6086135
Casariche,España,37.29389,-4.759532
Saint-Jory,France,43.7422,1.3697
Briosco,Italia,45.710077,9.240644
L'Hospitalet-du-Larzac,Francia,43.9738813,3.1921096
Saint-Marien,Francia,46.4203654,2.2249626
Rafal,España,38.10402,-0.8499723
Yvonand,Suiza,46.7983158,6.7445021
Hoeilaart,Belgium,50.7667,4.4667
Arratzua-Ubarrundia,España,42.91823515,-2.590652453198305
Alcoi,España,38.6982275,-0.4747767
Rennes,France,48.1147,-1.6794
Sines,Portugal,37.9546,-8.8644
Avène,Francia,43.7574503,3.0991684
Vert-Saint-Denis,France,48.5669,2.6219
gmina Zgorzelec,Polonia,51.1126113,15.016248332423581
Eygaliers,Francia,44.2391,5.28116
Onda,España,39.9653,-0.2626455
Juvinas,Francia,44.7109,4.30577
Villefranche-de-Conflent,Francia,42.5873137,2.3673177
Oignies,France,50.4692,2.9936
Barjac,Francia,44.3075079,4.3464638
Elda,España,38.47803,-0.7904639
Venaria Reale,Italy,45.1167,7.6333
Millares,España,39.23738,-0.7732546
Tain-l'Hermitage,Francia,45.0712839,4.8370726
Laboe,Germany,54.4089,10.2308
Sinarcas,España,39.73395,-1.231574
As Neves,España,42.0871129,-8.4150653
Le Poujol-sur-Orb,Francia,43.5787306,3.0620794
Talant,France,47.3364,5.0056
Varennes-Vauzelles,Francia,47.013196,3.1456935
Luz-Saint-Sauveur,Francia,42.8721142,-0.0043418
Pinarejo,España,39.61614,-2.424043
Darney,Francia,48.0851534,6.047483
Turcia,España,42.53492,-5.876189
Courrensan,Francia,43.8495942,0.2436642
Bassoues,Francia,43.58,0.2461111
Oradour-sur-Glane,Francia,45.932778,1.0325
Canet d'En Berenguer,España,39.67979,-0.2209121
Turenne,Francia,45.053482,1.5814221
Mollerussa,España,41.63004,0.8941285
La Celle-les-Bordes,Francia,48.6374844,1.9542039
Dole,France,47.0931,5.4906
Aigueperse,Francia,46.0219319,3.20189
Siruela,España,38.97767,-5.051702
Réaumont,Francia,45.3671,5.52792
Quiroga,España,42.47597,-7.271719
Valmala,España,42.30535,-3.25509
Mondim de Basto,Portugal,41.4,-7.95
Cobisa,España,39.80434,-4.024558
Saint-Paul-de-Varax,Francia,46.0992343,5.1288052
Tramezaïgues,Francia,42.7975982,0.2899991
Enciso,España,42.14893,-2.269399
Montlhéry,France,48.6386,2.2722
Lucena de Jalón,España,41.55241,-1.310587
Gemeinde Schwechat,Austria,48.1397436,16.4780312
Aspin-en-Lavedan,Francia,43.0761024,-0.0472452
Roanne,France,46.0367,4.0689
Nyon,Switzerland,46.382,6.2389
gmina Zabkowice Slaskie,Polonia,50.59860085,16.849100860563972
Tourtouse,Francia,43.0930451,1.1244334
Villazopeque,España,42.19885,-4.016426
Funes,España,42.31392,-1.802981
Villanueva de Gómez,España,40.88379,-4.715201
Lastra a Signa,Italy,43.7667,11.1
Arnos,Francia,43.4574057,-0.5322518
Aspariegos,España,41.67374,-5.598475
Cavignac,Francia,45.10045,-0.39039
Serrières-de-Briord,Francia,45.8067,5.45359
Hohentengen am Hochrhein,Alemania,47.5706677,8.4345076
Montguyon,Francia,45.2158078,-0.18603
Saint-Ciers-du-Taillon,Francia,45.4236841,-0.6399365
Ingolstadt,Germany,48.7636,11.4261
Le Monastère,Francia,44.3427111,2.5785541
Castillon-la-Bataille,Francia,44.8533324,-0.0450873
Vigo,España,42.23136,-8.712447
Sant Martí de Centelles,España,41.76633,2.20482
Sumène,Francia,43.9812,3.71391
gmina Kobiór,Polonia,50.0707439,18.941726197599912
Paracuellos de Jiloca,España,41.31345,-1.639322
Trilbardou,Francia,48.9420503,2.8056507
Trévol,Francia,46.6298483,3.3058172
Festes-et-Saint-André,Francia,42.9741,2.14485
Thayngen,Switzerland,47.7586,8.6905
la Granja d'Escarp,España,41.4191988,0.3520585
Thuir,France,42.6319,2.7564
Pescara,Italy,42.4643,14.2142
Gaianes,España,38.81155,-0.4103162
Castañeda,España,43.31572,-3.95332
Birr,Irlanda,53.0965843,-7.9108738
El Pedroso,España,37.8418425,-5.7645421
Malmedy,Bélgica,50.4265348,6.0276059
Las Omañas,España,42.6820104,-5.8689876
Vallabrix,Francia,44.0607631,4.479073
Rozzano,Italy,45.3833,9.15
Riorges,France,46.0428,4.0406
Cifuentes,España,40.78657,-2.622788
San Martín del Río,España,41.06547,-1.386255
Luna,España,42.1665,-0.9318546
Enschede,Netherlands,52.2236,6.8956
Saint-Hostien,Francia,45.0731277,4.0471624
Saint-Martin-du-Frêne,Francia,46.135646,5.551392
Lamasón,España,43.25,-4.466667
Sainte-Cécile-les-Vignes,Francia,44.2464525,4.8868861
Le Plessis-Bouchard,France,49.0028,2.2367
Famorca,España,38.73206,-0.2463927
Colombier-Saugnieu,Francia,45.7113787,5.1119241
Cépet,Francia,43.7501,1.43185
Le Bar-sur-Loup,Francia,43.7012408,6.988256
Vieira do Minho,Portugal,41.6333,-8.1333
Enghien,Belgium,50.7,4.0333
Santa Comba Dão,Portugal,40.4,-8.1333
Stede Broec,Países Bajos,52.697291899999996,5.225990311919762
Casserres,España,42.01234,1.845834
Chainaz-les-Frasses,Francia,45.7733163,5.9959393
Lamarche-sur-Saône,Francia,47.2681496,5.3860383
Abensberg,Germany,48.8167,11.8501
Paterna del Madera,España,38.59725,-2.346145
Pruniers-en-Sologne,Francia,47.3221086,1.6711961
Torrijas,España,40.02264,-0.9575675
Cailloux-sur-Fontaines,Francia,45.8523803,4.8737656
Pedrosa de Río Úrbel,España,42.40971,-3.821324
Beaumes-de-Venise,Francia,44.1218644,5.0301694
Uharte-Arakil,España,42.92068,-1.969659
Lodrino,Italia,45.719687,10.277667
Dammartin-Marpain,Francia,47.2535279,5.551882230923635
Navalmoral de Béjar,España,40.42245,-5.783031
Forchheim,Germany,49.7197,11.0581
Moers,Germany,51.4592,6.6197
Bois-Guillaume,France,49.47,1.1194
El Barco de Ávila,España,40.3577409,-5.5231241
Oliveira do Bairro,Portugal,40.5167,-8.5
Montfrin,Francia,43.8765181,4.5911803
Béganne,Francia,47.5976192,-2.2390669
Mont-Saint-Guibert,Belgium,50.6333,4.6167
Bryansk,Russia,53.25,34.3667
Iniesta,España,39.44085,-1.749385
Saint-Germain-les-Vergnes,Francia,45.2730205,1.6351621
Denkingen,Alemania,48.1106966,8.7386889
Veauchette,Francia,45.5639,4.26273
Saint-André-de-Roquepertuis,Francia,44.2402072,4.456716
Saint-Paulien,Francia,45.1358502,3.8131147
Costesti,Rumanía,44.6620233,24.8770102
Torre de Miguel Sesmero,España,38.61896,-6.796033
Chabreloche,Francia,45.8782167,3.6974588
Valdecarros,España,40.7696,-5.423006
Le Bois-Plage-en-Ré,Francia,46.1863932,-1.3929639
Camarma de Esteruelas,España,40.54861,-3.377597
Saint-Puy,Francia,43.8761134,0.463069
Dietlikon,Switzerland,47.42,8.6192
Borsele,Países Bajos,51.42891125,3.835884414489532
Salles-et-Pratviel,Francia,42.8320175,0.6070623081277637
Vila Nova da Barquinha,Portugal,39.45,-8.4333
Vallromanes,España,41.5318,2.298065
Montrésor,Francia,47.1566605,1.2016534
Chioggia,Italy,45.2189,12.2785
Goin,Francia,48.9876472,6.2193079
Quintanilla Vivar,España,42.41479,-3.690509
Puente de Génave,España,38.35323,-2.804408
Hormilleja,España,42.45579,-2.730995
La Motte-Servolex,France,45.5967,5.8775
Moras-en-Valloire,Francia,45.2903207,4.9938261
Sarrazac,Francia,45.4372222,1.0305556
Antas,España,37.24516,-1.917543
Vieille-Toulouse,Francia,43.5271458,1.4455249
Gura Humorului,Romania,47.5542,25.8875
Houplines,France,50.6908,2.9092
Liège,Belgium,50.6397,5.5706
Os de Balaguer,España,41.87282,0.7197718
Peralada,España,42.30796,3.010452
Gussago,Italy,45.6,10.15
Le Grand-Village-Plage,Francia,45.8610217,-1.2356495
Fago,España,42.73519,-0.8654409
Schutterwald,Germany,48.4583,7.8831
Les Rousses,Francia,46.4855507,6.0603498
Puebla de Don Francisco,España,40.25583,-2.757778
Otívar,España,36.81491,-3.681497
Gaschurn,Austria,46.937572599999996,10.048057670253508
Orce,España,37.72141,-2.479451
Kraainem,Belgium,50.8667,4.4667
Pechina,España,36.91667,-2.440625
Longuenesse,France,50.7356,2.2372
Montamisé,Francia,46.6208411,0.421787
La Nava de Ricomalillo,España,39.6494555,-4.9903057
Chanonat,Francia,45.6943025,3.0945482
Cotnari,Rumanía,47.3479441,26.9440813
Kenzingen,Germany,48.1917,7.7683
Zalla,España,43.21401,-3.135223
Nackenheim,Germany,49.9153,8.3389
Villes-sur-Auzon,Francia,44.0582508,5.2338492
Fuensanta de Martos,España,37.64784,-3.906
Fleury-sur-Andelle,Francia,49.3647,1.35212
Fanlo,España,42.58699,-0.0211814
Thil,Francia,49.3154474,3.9640012
Sanet i Negrals,España,38.8212764,-0.0387353
Neckargemünd,Germany,49.3939,8.7975
Przeworsk,Poland,50.0667,22.5
Sommières,Francia,43.7824191,4.0893472
Malataverne,Francia,44.4864576,4.7517236
Châtillon-Coligny,Francia,47.8226411,2.8481603
Marmolejo,España,38.04433,-4.170608
Lacroix-Barrez,Francia,44.7807,2.63895
Gúdar,España,40.44069,-0.720406
Muntanyola,España,41.87836,2.177301
Posthudorra/Porto Torres,Italia,40.8344403,8.4031462
Olmos de Esgueva,España,41.68826,-4.521373
Saint-Dier-d'Auvergne,Francia,45.6758768,3.4818948
Plélo,Francia,48.5567179,-2.9465019
Lomza,Polonia,53.18243065,22.052183817808846
Alguaire,España,41.73795,0.5897447
Saint-Laurent,Francia,43.3253,0.79977
Medina de Rioseco,España,41.88319,-5.04281
Ermua,España,43.18664,-2.502607
Terville,France,49.3444,6.1342
Entrambasaguas,España,43.37997,-3.6846
Saint-Chamond,France,45.4775,4.5153
Villanueva de Alcorón,España,40.67927,-2.252745
Pelvoux,Francia,44.903426350000004,6.442294560948881
Donzère,France,44.4436,4.71
Starnberg,Germany,47.9972,11.3406
Morette,Francia,45.2853,5.45403
Salem,España,38.85503,-0.3811189
Ossa de Montiel,España,38.96335,-2.745406
Beurlay,Francia,45.8596431,-0.8354644
Braine-Le-Comte,Bélgica,50.6107057,4.1360702
Schijndel,Netherlands,51.6183,5.4364
Vilar de Santos,España,42.0871,-7.794695
Bitche,France,49.0517,7.4253
